30000
Yaw Pitch Raw
7275.jpg -12.149567 -17.413803 3.39917
7276.jpg -15.659851 -10.696777 2.4805756
7277.jpg -2.4201965 -11.725174 0.15541077
7278.jpg 25.653137 10.639801 3.8936005
7279.jpg 22.370361 -7.1441193 -5.8321915
7280.jpg -14.98584 -14.769577 2.5336914
7281.jpg 1.5118256 -6.3249054 -0.029823303
7282.jpg -65.564735 32.78708 -13.114258
7283.jpg 29.544434 -10.589485 -2.6841125
7284.jpg -6.942871 -15.307014 0.40441895
7285.jpg -15.60215 -12.550339 0.53336334
7286.jpg -13.510864 0.96250916 2.0039978
7287.jpg 3.532669 0.2615509 -1.4845505
7288.jpg -5.72789 -10.009514 -0.37223053
7289.jpg 25.52562 -1.4313126 -1.5758514
7290.jpg 14.624344 -1.2659607 -0.71276855
7291.jpg -14.109116 -9.965271 2.0598679
7292.jpg 4.705513 -9.170464 -1.6651154
7293.jpg -22.45922 -2.7009277 0.6764984
7294.jpg 17.57196 -0.51148224 -1.4084167
7295.jpg -1.4411163 -5.434204 -0.7333679
7296.jpg 12.703972 -7.7292633 -1.0748444
7297.jpg 5.906784 0.060081482 -0.56443787
7298.jpg -9.169128 -12.376175 0.53678894
7299.jpg 7.87323 7.040848 0.4158783
7300.jpg -5.5754395 5.6968994 -1.4358673
7301.jpg -15.756966 1.4557648 1.6946411
7302.jpg 4.017929 -5.033432 -2.911148
7303.jpg -18.243896 -5.798004 1.5366669
7304.jpg -34.126564 -3.3882675 2.066208
7305.jpg -0.15361023 -20.913223 -1.5046692
7306.jpg 13.654144 -10.713379 -1.5579529
7307.jpg -5.4226 -14.845062 0.35583496
7308.jpg 18.839752 -5.0496597 1.0928802
7309.jpg 4.488022 -13.540169 0.210495
7310.jpg 19.037476 -9.710281 -2.105545
7311.jpg 19.56015 4.6305313 -2.4869995
7312.jpg -1.2910995 -12.3032 0.17575073
7313.jpg -5.3516083 -6.9643555 1.3341522
7314.jpg -7.901016 0.053085327 -0.0060195923
7315.jpg 19.022804 -13.169388 -6.02964
7316.jpg 1.3095093 -14.643387 0.9561615
7317.jpg -4.104744 -11.617638 1.3283844
7318.jpg -0.23769379 -6.7068405 1.5134735
7319.jpg 2.94693 -2.8308868 -0.24140167
7320.jpg 10.241135 -12.303055 -2.3128052
7321.jpg 9.563263 -1.0028687 -1.2421875
7322.jpg 1.8159027 -12.018158 -1.6206818
7323.jpg 4.4131775 -20.77401 -1.9193878
7324.jpg -1.7068176 -13.810898 -0.72232056
7325.jpg 3.6801758 -14.034035 -1.7360687
7326.jpg -6.5232086 -9.264709 -0.41123962
7327.jpg -16.972473 -13.452675 2.4954224
7328.jpg 2.745636 -4.509804 0.39567566
7329.jpg 4.0112 -13.60173 -1.1845856
7330.jpg -8.799889 -14.2404175 1.7822876
7331.jpg 11.190186 -9.383705 -2.5464935
7332.jpg -6.1204605 -12.90995 0.33462524
7333.jpg 6.3986664 -7.1950073 -1.8944244
7334.jpg -9.285721 1.961792 2.3651886
7335.jpg 20.995972 -10.822891 -1.6888428
7336.jpg -0.6461029 -10.180153 -1.117218
7337.jpg -7.885147 -16.169601 1.5313568
7338.jpg 0.6193085 -2.987503 0.1998825
7339.jpg 3.221878 3.5219116 -1.0856552
7340.jpg -0.67471313 0.7392578 0.44314575
7341.jpg 1.646698 -11.966408 -0.2643814
7342.jpg -10.4674225 -4.0271454 2.0047913
7343.jpg 0.7548828 -17.758652 -0.31532288
7344.jpg -15.547241 -4.852913 -0.66313934
7345.jpg -14.082878 -5.185959 -0.2709961
7346.jpg -2.8884735 -11.731094 0.501503
7347.jpg 12.64267 -15.777725 -1.5313263
7348.jpg -1.9333878 -0.30146027 -0.26811218
7349.jpg -17.354332 -12.020386 1.4790573
7350.jpg 4.3439713 -18.741913 -4.071533
7351.jpg -17.220688 -5.186775 0.03640747
7352.jpg 0.68289185 -2.1906586 0.49499512
7353.jpg 2.369461 -1.7277527 1.6316757
7354.jpg 13.465347 10.5507965 1.8059235
7355.jpg -7.800171 -1.1448517 0.35240173
7356.jpg -13.769623 -14.537445 2.2859497
7357.jpg 4.091263 -10.715019 -1.060112
7358.jpg -0.96933746 -14.368217 -1.1873322
7359.jpg -7.326126 -8.9663925 1.9047775
7360.jpg 2.9975967 -12.581619 -0.8280029
7361.jpg 16.098373 -4.1291046 2.2954407
7362.jpg -0.15396118 -7.3367844 0.35050964
7363.jpg 36.206024 -12.509781 -7.2712555
7364.jpg -3.3074493 -4.8906326 -0.71461487
7365.jpg 6.9825745 -6.9398956 -0.8595886
7366.jpg 3.427597 -13.510796 -1.4883881
7367.jpg -5.9117203 -12.589508 1.5093155
7368.jpg -56.514004 -2.4840775 -5.3011703
7369.jpg 4.7789383 -9.190315 -1.0869293
7370.jpg 8.209503 -9.021606 -1.1843948
7371.jpg 13.3997345 -14.542412 -0.5788574
7372.jpg 9.1033325 -12.511749 -3.2184906
7373.jpg 0.3284912 1.4594269 0.4304657
7374.jpg 8.941513 -7.714897 -0.7902069
7375.jpg 29.1772 -17.109978 -4.975815
7376.jpg 17.978378 -10.325363 -5.0868073
7377.jpg 12.926041 -10.050819 -0.52690125
7378.jpg 25.803864 2.626648 0.5760727
7379.jpg -38.25143 -10.043121 6.0309753
7380.jpg 39.184845 -3.1837616 -0.6167679
7381.jpg 0.06946564 -9.288864 0.38092804
7382.jpg 4.870537 -13.200577 -3.6153946
7383.jpg -2.2827072 -9.055656 -0.16726685
7384.jpg 37.562927 -18.242355 -7.9385986
7385.jpg 37.562927 -18.242355 -7.9385986
7386.jpg -12.287231 -7.8772964 2.9897766
7387.jpg 7.5839233 -7.3509216 1.3351364
7388.jpg -1.2575684 -9.115547 -0.42134094
7389.jpg 7.829933 3.0625153 0.6641693
7390.jpg 6.635124 -7.531349 0.42217255
7391.jpg 1.3526154 -13.434349 0.19044495
7392.jpg -24.004288 -11.686905 3.2252197
7393.jpg 9.536942 -3.6425323 -1.9613037
7394.jpg -3.2081451 7.1230927 -1.7498245
7395.jpg -7.3754272 -2.2101593 1.2058182
7396.jpg 6.1750793 -11.894287 -0.8930359
7397.jpg 13.249718 -17.997932 -2.0925293
7398.jpg 3.6288528 -12.857208 -0.64798737
7399.jpg -11.436111 -6.3233337 1.4188385
7400.jpg -7.6328735 -13.611687 -0.16297913
7401.jpg 3.6099548 -7.057083 -1.4235764
7402.jpg 3.7052002 -10.404167 -2.0460815
7403.jpg -12.117432 -6.0665436 1.6024246
7404.jpg -7.535248 -13.023666 2.269989
7405.jpg 1.9336624 22.306564 -0.73441315
7406.jpg -5.9875336 -12.013123 0.29349518
7407.jpg 2.8557892 -12.878822 0.9385071
7408.jpg 16.069038 -4.3598022 -3.548256
7409.jpg 12.634529 -10.0449295 -0.67321014
7410.jpg 8.663391 -9.305054 -2.4542084
7411.jpg 6.085121 -9.533493 -0.060791016
7412.jpg 18.589188 -3.9378815 2.2994385
7413.jpg 30.53479 -4.0820465 3.9981537
7414.jpg -5.6844406 -6.0349503 1.5616608
7415.jpg -23.332436 13.884872 1.6437225
7416.jpg -1.3674545 21.620453 0.88560486
7417.jpg -0.42567444 -3.3014603 0.3598709
7418.jpg 6.924423 -9.547478 -0.16656494
7419.jpg 5.8343124 0.79538727 0.977478
7420.jpg 23.389175 13.961212 6.8792267
7421.jpg 6.9000397 -15.671997 -2.0071564
7422.jpg -10.024841 -11.992455 1.0763092
7423.jpg 1.16082 -15.718338 -0.8302765
7424.jpg -3.2305603 -1.4116745 1.0166702
7425.jpg -10.915581 -14.977699 0.79808044
7426.jpg -1.9709015 -11.335144 -1.7391205
7427.jpg 17.222649 -17.15181 -0.81481934
7428.jpg -30.064896 -17.862946 7.941948
7429.jpg 12.7985 -5.8083496 -0.86372375
7430.jpg -4.991165 0.62042236 0.74261475
7431.jpg 4.1457977 -3.6484375 0.14692688
7432.jpg -22.991707 -3.4770355 2.752533
7433.jpg -3.6366425 -4.6437073 -0.08190918
7434.jpg 0.31228638 -3.6947556 -0.47888184
7435.jpg -1.9889526 -10.533257 -0.8794327
7436.jpg 21.883835 -11.50148 -1.5012512
7437.jpg -3.3953476 -11.954208 -0.40634155
7438.jpg 14.728027 -10.017914 -0.6306915
7439.jpg 12.989685 15.525902 0.5541992
7440.jpg -7.725754 -11.547058 0.9835205
7441.jpg 16.152283 -8.696762 1.7903137
7442.jpg 20.52977 1.021637 -6.695671
7443.jpg 7.5762787 -8.1753845 -0.8611603
7444.jpg -0.7388458 -10.855026 -0.25987244
7445.jpg 10.9600525 -9.407745 -2.4705658
7446.jpg 3.7304993 -11.710541 -1.8524017
7447.jpg 2.2465897 -1.3916626 -0.27497864
7448.jpg 27.165 -6.7608337 -1.5155029
7449.jpg 1.3565063 -4.48954 1.062561
7450.jpg 3.798462 -13.348686 -1.8952484
7451.jpg 1.9314423 6.6859818 0.169487
7452.jpg -0.6373215 -11.094124 -0.048553467
7453.jpg 21.112747 -14.704521 -1.5073395
7454.jpg 8.095474 -6.120117 -0.21383667
7455.jpg 0.025787354 -6.9150543 0.3260498
7456.jpg 28.526985 -10.001976 -4.407028
7457.jpg 3.2353592 -3.8249893 -0.21862793
7458.jpg 1.8336792 -7.034088 -1.0304871
7459.jpg 3.3346558 -7.0499573 -0.8179779
7460.jpg -9.348427 -9.050652 1.3199615
7461.jpg 12.358826 -13.989746 -1.1536102
7462.jpg -39.455185 -19.92559 9.396576
7463.jpg 13.695023 -1.5115128 -0.8423996
7464.jpg 6.7620087 -11.018204 -1.6779556
7465.jpg 13.427567 -9.86174 -2.0968475
7466.jpg 23.200531 -6.1497116 -4.7421722
7467.jpg 17.790375 -12.655945 -3.971756
7468.jpg -35.820236 -15.64621 7.9879303
7469.jpg 4.790436 1.6744308 -3.4559097
7470.jpg -12.109314 -12.422661 1.3157654
7471.jpg 7.588005 -11.571121 -0.0027694702
7472.jpg 27.26397 -7.9924774 -2.6311111
7473.jpg -6.716522 -7.9913025 -0.763443
7474.jpg 3.38591 4.9614944 0.7085724
7475.jpg 11.67849 28.595695 0.73895264
7476.jpg 2.6756058 -15.04287 0.32429504
7477.jpg 11.694977 -12.859795 -1.558548
7478.jpg -41.14991 -45.917564 24.922699
7479.jpg 7.2922516 -9.138954 -2.3327408
7480.jpg 2.076889 12.406288 0.9415512
7481.jpg 13.237854 -3.3158035 -1.511879
7482.jpg -7.272705 -2.8414917 -0.3142395
7483.jpg 7.359787 -5.3734436 0.31526184
7484.jpg 9.06842 3.6013336 0.97320557
7485.jpg 3.3266602 -11.729073 -1.5656586
7486.jpg 21.652702 13.573425 3.4600983
7487.jpg -2.289917 -37.5088 0.03778839
7488.jpg 16.157196 -5.080406 0.09829712
7489.jpg 5.8449554 -0.8172302 -1.8443604
7490.jpg 27.773315 -13.564667 -3.9374847
7491.jpg 24.054413 1.772438 -1.4356155
7492.jpg -15.127548 1.1819916 -0.08104706
7493.jpg 16.313583 -19.524284 -2.5605316
7494.jpg -1.2388687 -19.902122 -0.14715576
7495.jpg -8.852257 -1.6496658 -0.30004883
7496.jpg -12.565552 -10.024368 2.1418152
7497.jpg -27.947914 -14.88224 5.551605
7498.jpg 15.652565 -10.391525 -3.614029
7499.jpg 52.881927 -1.7969818 -2.611374
7500.jpg -24.444862 -17.648811 3.7173462
7501.jpg -15.609108 -11.080414 1.8597336
7502.jpg -26.242203 -13.028313 2.4015045
7503.jpg -8.195023 -27.834549 3.3609161
7504.jpg -8.499313 3.1814117 1.2756805
7505.jpg -4.389717 -13.46891 0.24194336
7506.jpg -7.1829224 -8.446007 1.0032349
7507.jpg -4.9229736 -11.555611 -0.0124053955
7508.jpg 2.933731 3.5628967 -1.5343628
7509.jpg -21.12741 -21.522018 8.760117
7510.jpg 25.170937 -10.2475815 -2.7734985
7511.jpg 4.5970764 -12.127289 -2.9935684
7512.jpg 3.9615097 -8.94857 -0.73926544
7513.jpg -40.472134 -21.060616 2.2676926
7514.jpg 18.993912 0.075737 2.0885162
7515.jpg 7.093155 -4.173828 -1.2201538
7516.jpg 10.762161 -7.4512787 -1.4532166
7517.jpg 2.5026703 -13.056236 0.09815979
7518.jpg 20.589981 -10.2955475 -0.08320618
7519.jpg 0.07978821 -2.4111633 0.8063812
7520.jpg 10.038925 -4.7887344 -0.5974426
7521.jpg 1.0871124 -10.571068 -0.37433624
7522.jpg 0.51438904 -12.299408 -0.68252563
7523.jpg 3.054657 -2.242752 1.7146759
7524.jpg -1.0449219 4.159729 0.38339233
7525.jpg -16.420547 -15.667892 2.7739105
7526.jpg -0.29257202 -9.59407 0.096069336
7527.jpg 9.597862 -3.9069214 0.0466156
7528.jpg 20.024231 -7.697006 -0.8836899
7529.jpg 8.808975 -13.46772 -2.4138794
7530.jpg -8.061752 -9.626518 0.40065765
7531.jpg 8.270569 -5.362854 -0.12637329
7532.jpg 9.771301 -3.5375824 -0.27453613
7533.jpg -18.476273 -5.254532 2.2468262
7534.jpg -16.381615 -10.491447 1.4457092
7535.jpg 7.7242355 0.2974701 -0.18804932
7536.jpg 0.36743164 -9.579849 0.11643982
7537.jpg 4.913521 -10.857254 -1.359848
7538.jpg 19.965698 7.1008987 1.4310455
7539.jpg 5.3577423 -7.05439 -0.08493805
7540.jpg 14.740906 -0.90506744 -0.25323486
7541.jpg -23.986603 -22.01593 5.395355
7542.jpg 0.0032043457 -11.321411 0.99671173
7543.jpg 1.5089493 -3.8187332 -1.2123871
7544.jpg 1.8486938 -12.550423 -1.1614609
7545.jpg 2.6542969 -7.1730957 -0.41215515
7546.jpg 9.669937 -6.496483 -0.46751404
7547.jpg -26.732864 -5.2911606 1.1240845
7548.jpg 34.476715 18.096436 6.9302826
7549.jpg 3.5965881 2.3913116 -0.935318
7550.jpg -3.1026459 -12.51535 -0.20324707
7551.jpg 23.40921 -2.6021118 -2.376358
7552.jpg -16.561264 -2.3208923 1.8311615
7553.jpg -20.54348 -0.85928345 2.2922974
7554.jpg 4.8315277 -9.118744 -0.7328186
7555.jpg 8.467682 -9.39444 0.875885
7556.jpg 3.9075623 -9.741531 -0.223526
7557.jpg 9.717224 20.196762 1.1848984
7558.jpg 9.966003 -0.5919647 0.12921143
7559.jpg -4.0411987 -12.395027 0.13978577
7560.jpg -10.8615265 -13.722595 0.7409668
7561.jpg -4.8521805 -11.426323 1.3995667
7562.jpg -4.8521805 -11.426323 1.3995667
7563.jpg 5.0655365 -14.912155 -1.944046
7564.jpg 2.1342316 -1.9964142 0.3235321
7565.jpg 11.933731 -8.309853 -0.24383545
7566.jpg 3.6162415 -16.342041 -0.69929504
7567.jpg -4.7641907 -8.432884 -0.3891678
7568.jpg -35.665844 7.263977 -2.9611053
7569.jpg 1.5550995 -8.297256 0.28405762
7570.jpg -4.2272797 -0.28349304 0.39656067
7571.jpg 2.659439 -4.680496 1.0273819
7572.jpg -2.9835434 -3.024269 2.0768433
7573.jpg 12.656273 -6.1011047 -2.2888489
7574.jpg 21.644592 -11.923294 -2.0190125
7575.jpg 6.2062225 -8.417633 -1.3631287
7576.jpg 33.872528 -3.8689117 -1.7622833
7577.jpg 6.103157 -9.207169 -0.5568924
7578.jpg 9.159897 -5.3092422 0.9819031
7579.jpg -11.924065 -21.2611 1.8643951
7580.jpg 9.986038 -10.861557 -1.9616852
7581.jpg 11.147766 -9.0167465 -0.9635925
7582.jpg 4.733246 -12.360085 -0.3492279
7583.jpg 20.33554 1.2473297 -3.0219421
7584.jpg 33.143097 -3.2006607 1.9587708
7585.jpg 0.5584259 3.5837402 0.86764526
7586.jpg 36.655624 0.7666168 0.9285736
7587.jpg -11.406136 -14.037567 0.9514313
7588.jpg 14.862694 -9.063797 -4.2357254
7589.jpg -13.791527 -15.17173 1.5911102
7590.jpg -11.068634 -15.147888 1.9885101
7591.jpg 27.89589 -2.351059 4.1881714
7592.jpg -22.897919 -3.8509445 0.7051544
7593.jpg 11.438904 -13.757774 -1.4653702
7594.jpg -0.2593994 -4.419304 0.06599426
7595.jpg 1.0256882 -14.94458 -0.67591095
7596.jpg -4.010124 -9.270973 -0.6058502
7597.jpg 6.2174683 2.7641296 -1.0750122
7598.jpg 28.14302 0.9373627 -0.96356964
7599.jpg 3.271637 -7.649948 -0.71302795
7600.jpg 10.5572815 -21.438866 -3.213745
7601.jpg 21.748413 -1.1060944 -0.3290558
7602.jpg 10.042351 -13.575493 -2.5845795
7603.jpg 7.6333923 -7.0816574 -0.14361572
7604.jpg 5.3552856 -19.199524 -0.73272705
7605.jpg 1.957367 -19.26133 -0.7587738
7606.jpg 15.634666 -10.434296 -2.838478
7607.jpg 12.682739 -4.094208 -2.6853104
7608.jpg -6.345627 -7.9748077 0.06461334
7609.jpg -7.2675934 -6.6668015 0.33415222
7610.jpg 22.608192 -11.313026 -4.5639877
7611.jpg 18.565475 9.241409 0.6105194
7612.jpg -17.489975 -22.587555 3.2960968
7613.jpg 24.03138 -0.42114258 0.17603302
7614.jpg -26.982971 -15.291512 3.2387238
7615.jpg 32.915466 -17.229362 -5.5502167
7616.jpg 1.6123047 1.3743591 2.2019958
7617.jpg 4.4600067 5.058731 0.21365356
7618.jpg 17.645164 -16.08789 -6.1806183
7619.jpg -3.652542 -7.482605 2.1204987
7620.jpg 8.664597 -17.84954 -1.6969452
7621.jpg 9.058014 -5.3362656 1.3391113
7622.jpg -4.008972 -10.973633 0.4886856
7623.jpg 16.116882 -10.185577 -4.354187
7624.jpg -5.0760193 -14.779701 0.292099
7625.jpg -1.9283142 -10.681206 -0.010139465
7626.jpg 12.540733 -4.598854 1.4207764
7627.jpg 7.5635147 -8.307968 -0.7098541
7628.jpg -6.775757 -11.3003235 0.28539276
7629.jpg -13.589203 5.6074677 1.111206
7630.jpg -1.213417 -12.537041 -0.2999878
7631.jpg 35.19197 -9.570999 -2.1845703
7632.jpg 11.971252 -1.4535217 0.75940704
7633.jpg 26.595825 -1.3599548 -13.266258
7634.jpg 13.494034 -4.9773407 -2.2060394
7635.jpg 9.569115 -16.106781 -2.2026062
7636.jpg 31.973663 4.1854706 -2.1879425
7637.jpg 32.943573 -8.4758835 -3.9599686
7638.jpg 15.851074 -3.063507 -4.2918396
7639.jpg -48.857582 -1.9109116 0.8458328
7640.jpg -22.052277 -6.9411545 1.8453369
7641.jpg -23.747757 -7.0264816 0.9785156
7642.jpg -15.499306 -22.485115 3.6884766
7643.jpg 4.728058 -11.907333 0.322937
7644.jpg -31.386093 -1.4917374 2.754982
7645.jpg -0.49487305 4.1177063 1.2849731
7646.jpg 41.607193 -6.4375916 -6.0342255
7647.jpg 13.124359 -4.8380356 -4.91584
7648.jpg -10.482307 -3.7040405 0.45230103
7649.jpg -1.4597473 -20.252579 -0.8102417
7650.jpg -13.843811 -2.1642761 2.378601
7651.jpg 14.344559 -15.276947 -6.2045135
7652.jpg -2.727829 -20.00698 -0.79063416
7653.jpg 9.949417 -13.951874 -2.2106934
7654.jpg 19.146263 -2.1788406 -2.7996674
7655.jpg -0.73197937 -13.387344 -0.7298279
7656.jpg 4.8728943 -8.740791 -1.9725647
7657.jpg -4.833084 -8.083282 1.183258
7658.jpg 13.435196 -9.204063 -0.17896271
7659.jpg -5.6670914 -18.142586 4.721161
7660.jpg -14.819626 -1.165451 2.3782196
7661.jpg -2.8919067 -9.353561 -0.55378723
7662.jpg 4.0600204 -15.411812 -0.12008667
7663.jpg -24.758888 -3.8057556 2.8349457
7664.jpg 19.802628 -14.148155 -2.1846313
7665.jpg 7.2409744 -15.063553 -1.6114349
7666.jpg -1.468216 -10.190201 -0.3267212
7667.jpg -20.947052 -6.538521 6.8976517
7668.jpg 9.646881 -13.060326 -0.00970459
7669.jpg -20.675003 -9.3337555 2.625229
7670.jpg 2.9931107 0.6238556 -2.1977386
7671.jpg 3.2370071 -7.014824 1.2670288
7672.jpg -44.81027 -14.604813 9.22316
7673.jpg 1.3140335 -6.583725 -0.43320465
7674.jpg -26.232986 -13.51445 2.8083649
7675.jpg 13.948769 -10.606445 -1.0412064
7676.jpg 2.1823883 -15.823212 -0.5656891
7677.jpg 23.257713 -11.884232 -1.4839783
7678.jpg 2.579483 -12.441803 -0.22698975
7679.jpg -25.024689 -24.792908 1.392868
7680.jpg -14.760727 -0.06604004 -1.0764999
7681.jpg 28.024246 -10.192436 -4.5966415
7682.jpg 16.707848 -9.373611 -1.2964783
7683.jpg 17.974075 -10.161278 -3.0589752
7684.jpg -15.566986 5.0120087 -0.5834427
7685.jpg -57.045803 -18.834305 7.912094
7686.jpg 6.5464096 -0.039093018 0.3058777
7687.jpg 31.936981 -17.359665 -3.3595123
7688.jpg 35.173462 -23.250671 -7.3247833
7689.jpg -7.0382233 -13.108147 0.1661911
7690.jpg 1.1191559 -15.484222 -0.73402405
7691.jpg 20.650017 -6.5612335 -2.3164368
7692.jpg 9.779083 -28.108078 -2.0972748
7693.jpg 27.479439 -7.150818 -1.4923859
7694.jpg 14.351791 -7.8983765 -1.6953888
7695.jpg 1.642868 -7.1698 -0.19674683
7696.jpg 6.1629868 -2.6493835 1.5876312
7697.jpg 1.9571457 -5.9500885 0.92090607
7698.jpg 11.561943 -19.236946 -2.3580475
7699.jpg 5.1950684 -6.784958 -0.27806854
7700.jpg -2.104828 0.37127686 0.96917725
7701.jpg -0.08917236 -3.5791473 -0.71665955
7702.jpg -4.690399 -15.576538 1.3712616
7703.jpg 3.827179 0.30595398 -1.6008606
7704.jpg 9.381622 -12.3349 -0.711113
7705.jpg 10.526215 -12.302704 -2.030365
7706.jpg 7.390045 3.6296768 -0.731987
7707.jpg 34.77533 -1.1104889 0.84828186
7708.jpg 25.287437 -5.935768 -1.5283203
7709.jpg -22.989426 -7.9031754 0.95799255
7710.jpg 7.042877 -23.556374 -0.71665955
7711.jpg 6.9948883 -18.531342 -1.7436523
7712.jpg -1.9906998 -3.9823608 -0.19768524
7713.jpg 21.356018 -4.6216583 -1.820694
7714.jpg -15.480072 21.697937 -0.544075
7715.jpg -32.26779 -13.570183 4.2944946
7716.jpg -0.68346405 -15.296036 1.5531769
7717.jpg 9.306717 -10.873474 -2.028885
7718.jpg -19.459496 -17.575302 0.7642517
7719.jpg 9.080177 -8.039871 -0.45563507
7720.jpg 6.613693 -12.235413 -1.5707703
7721.jpg 14.196823 -3.51857 -0.9366455
7722.jpg -26.496078 -16.725487 5.5420074
7723.jpg 5.8219604 -6.1951904 0.0289917
7724.jpg 2.5061035 -12.320267 -0.12837219
7725.jpg 8.426582 -9.663879 -2.4318924
7726.jpg 11.096924 -16.25264 -3.3510895
7727.jpg 8.409088 0.19091797 0.16326904
7728.jpg 30.586182 -11.560837 -6.0198135
7729.jpg 6.038391 -9.738098 -1.5417786
7730.jpg 17.490715 -14.591614 -1.3770218
7731.jpg -3.3415833 -5.6380157 0.14772034
7732.jpg 6.156784 2.993927 -0.27168274
7733.jpg 4.8690186 -11.575737 -0.37930298
7734.jpg -18.40741 -5.0219116 0.086502075
7735.jpg 19.21463 -12.22625 -2.3933716
7736.jpg 18.797173 -16.081635 -0.8958893
7737.jpg 21.83313 -14.981667 -1.935791
7738.jpg -9.110359 -11.500458 0.6138153
7739.jpg -1.4561157 -3.341545 0.30436707
7740.jpg -15.750496 -16.937927 2.912033
7741.jpg 1.9782028 -14.930557 -0.13095093
7742.jpg 6.212471 4.5466156 0.5629349
7743.jpg 22.378204 -7.386551 -3.0832138
7744.jpg -2.5223083 -6.7678223 -1.00177
7745.jpg -30.675827 -9.683868 4.3720245
7746.jpg 6.7361984 -6.254013 -0.46348572
7747.jpg 5.2616577 3.8546906 1.4099426
7748.jpg 11.286331 -12.546173 -0.10700226
7749.jpg 17.17511 -0.9446869 1.3188477
7750.jpg 3.8164368 -11.837357 -1.6369171
7751.jpg 17.74688 -15.095779 -3.7518616
7752.jpg 8.53228 -12.788712 -0.85059357
7753.jpg 13.645996 -9.944519 -1.4627991
7754.jpg 9.822937 -11.750656 -0.910553
7755.jpg -0.5275421 -8.791367 1.0808868
7756.jpg -18.35704 -6.7980347 3.27359
7757.jpg 14.176132 17.184189 2.1978836
7758.jpg 12.400749 -4.6103134 -0.09466553
7759.jpg -7.791847 -11.564621 0.49336243
7760.jpg 0.36904907 -14.594368 0.2366867
7761.jpg 4.541565 4.29335 -0.13201904
7762.jpg 2.1705933 -13.472565 -1.3323898
7763.jpg -15.543701 -9.659676 1.465828
7764.jpg 37.31346 12.338806 6.4134674
7765.jpg 19.341782 -16.69233 -4.571556
7766.jpg 3.8869781 19.769516 -0.4885025
7767.jpg 6.510681 -6.4683 -2.1688538
7768.jpg -9.582588 -3.2263336 1.130539
7769.jpg 6.405739 -5.1687317 -0.3360672
7770.jpg 4.43058 -14.951691 -0.60637665
7771.jpg 26.813293 -8.760307 -5.026085
7772.jpg 1.9516144 -12.635078 -0.15156555
7773.jpg 40.821198 -4.7317963 -2.2504349
7774.jpg 16.489197 4.8362274 1.1061172
7775.jpg 0.40631104 1.9865417 -0.6777344
7776.jpg 9.217117 -4.417412 -0.35183716
7777.jpg 6.144806 -1.0091858 -0.29855347
7778.jpg -6.010605 -9.177025 0.7575073
7779.jpg -5.630829 -14.700569 1.2800217
7780.jpg 15.005066 -7.9982758 0.820755
7781.jpg 11.294243 -19.049507 -1.6508102
7782.jpg -3.0081406 -18.061829 0.6389618
7783.jpg -4.793541 -0.9611435 1.5222473
7784.jpg 8.436981 -8.414322 -0.093681335
7785.jpg 24.387794 -6.7544556 2.1818542
7786.jpg 2.3093948 -11.636963 -0.2734909
7787.jpg -1.3095016 -2.8468323 -0.09327698
7788.jpg -4.5940094 -18.688652 -0.19746399
7789.jpg -0.9978943 -6.942772 1.7736511
7790.jpg 12.984207 -12.324814 -3.1200867
7791.jpg 15.248306 -1.6313477 0.87020874
7792.jpg 3.1121292 -2.7475662 -1.2378616
7793.jpg 20.945312 11.821884 -0.8546448
7794.jpg -10.802673 -10.330902 1.2132568
7795.jpg -11.597137 -6.235779 3.124588
7796.jpg 2.1993942 -3.05336 -0.14312744
7797.jpg 20.503098 -0.21784973 -4.6535645
7798.jpg -0.4012146 -7.8112946 -0.8973236
7799.jpg 36.964737 -32.376724 -14.264389
7800.jpg 9.72702 -5.8515396 -0.38310242
7801.jpg 4.4034424 -14.519669 -1.9451904
7802.jpg -12.14801 -17.933151 0.6195221
7803.jpg 9.370651 4.8779297 -0.008468628
7804.jpg -7.1113358 -6.5254517 -1.2246246
7805.jpg 3.779953 7.04364 1.3213806
7806.jpg -36.7574 5.10894 0.569046
7807.jpg 5.3264008 -14.346535 -1.3739624
7808.jpg -3.4058304 -11.607895 0.6347046
7809.jpg -14.276527 -14.588913 5.097229
7810.jpg -4.2607193 -14.661392 -1.1708679
7811.jpg 9.04406 2.7882538 1.0384369
7812.jpg -6.650055 2.7788086 0.9250183
7813.jpg 3.4520645 -17.491043 -0.0284729
7814.jpg 36.55768 -11.871643 -7.5404053
7815.jpg -6.1808853 -5.4535446 1.501358
7816.jpg 7.753113 -17.413757 1.246048
7817.jpg 17.779541 -10.301651 -0.9108887
7818.jpg 7.3694 -21.460686 -2.8789673
7819.jpg 18.619766 30.60907 4.973442
7820.jpg 8.839806 -12.550941 -0.3477173
7821.jpg 25.330276 17.01854 3.607483
7822.jpg 6.1167297 -18.266846 -2.3645477
7823.jpg -0.41914368 -13.063583 -1.4767685
7824.jpg 10.404671 -5.3220215 -0.6459503
7825.jpg 6.9561768 -16.794983 -1.6115417
7826.jpg -12.1369095 -7.8369293 2.9503937
7827.jpg -4.226097 -11.092728 0.39370728
7828.jpg 16.737099 -3.4083862 2.140335
7829.jpg 4.7436066 -14.675461 -1.2217941
7830.jpg -7.4883347 -10.794601 1.7657013
7831.jpg 3.184021 -21.792831 -2.5333862
7832.jpg 17.869194 -3.9599152 -2.251358
7833.jpg 16.80539 5.673355 3.204712
7834.jpg -22.727066 -10.69989 0.24461365
